"Postcode","Netnummer","Wijken","Plaats","Gemeente","Provincie","Breedtegraad (N):","Lengtegraad (E):","Wijk"
"1486","075",NA,"West-Graftdijk","Alkmaar","Noord-Holland",52.562355904961,4.7994532590284,"Graft-De Rijp"
"1487","075",NA,"Oost-Graftdijk","Alkmaar","Noord-Holland",52.546912499693,4.8192891525163,"Graft-De Rijp"
"1488","075",NA,"Starnmeer","Alkmaar","Noord-Holland",52.539592632901,4.7980089686231,"Graft-De Rijp"
"1489","075",NA,"de Woude","Castricum","Noord-Holland",52.548070600744,4.7658496367071,"Wijk 06 De Woude"
"1501","075",NA,"Zaandam","Zaanstad","Noord-Holland",52.438069043927,4.8330652400434,"Wijk 11 Zaandam Zuid"
"1502","075","Wijk 11 Zaandam ZuidWijk 13 Pelders- en HoornseveldWijk 14 Rosmolenwijk","Zaandam","Zaanstad","Noord-Holland",52.447741294769,4.827298365374,NA
"1503","075","Wijk 12 PoelenburgWijk 13 Pelders- en Hoornseveld","Zaandam","Zaanstad","Noord-Holland",52.447652236546,4.8398644339966,NA
"1504","075","Wijk 11 Zaandam ZuidWijk 12 PoelenburgWijk 13 Pelders- en Hoornseveld","Zaandam","Zaanstad","Noord-Holland",52.435624107873,4.8511513126968,NA
"1505","075","Wijk 11 Zaandam ZuidWijk 21 Oude Haven","Zaandam","Zaanstad","Noord-Holland",52.425041295915,4.8442714464561,NA
"1506","075","Wijk 21 Oude HavenWijk 22 Zaandam West","Zaandam","Zaanstad","Noord-Holland",52.436207513652,4.8193026346162,NA
"1507","075","Wijk 21 Oude HavenWijk 23 Nieuw West","Zaandam","Zaanstad","Noord-Holland",52.436930833804,4.8028586828968,NA
"1508","075","Wijk 15 KogerveldwijkWijk 16 Zaandam Noord","Zaandam","Zaanstad","Noord-Holland",52.457681716171,4.8251949210176,NA
"1509","075",NA,"Zaandam","Zaanstad","Noord-Holland",52.470316597594,4.8302753505805,"Wijk 16 Zaandam Noord"
"1511","075","Wijk 00Wijk 01 Wijdewormer","Oostzaan","Oostzaan","Noord-Holland",52.452804892687,4.8781083738744,NA
"1521","075",NA,"Wormerveer","Zaanstad","Noord-Holland",52.493387998197,4.7885924700597,"Wijk 51 Wormerveer"
"1525","075",NA,"Westknollendam","Zaanstad","Noord-Holland",52.516645966864,4.782472503271,"Wijk 51 Wormerveer"
"1531","075",NA,"Wormer","Wormerland","Noord-Holland",52.496820569445,4.8237249131513,"Wijk 00 Wormer"
"1534","075",NA,"Oostknollendam","Wormerland","Noord-Holland",52.515929207503,4.8078148687616,"Wijk 00 Wormer"
"1536","075",NA,"Markenbinnen","Alkmaar","Noord-Holland",52.52969598045,4.7858254846672,"Graft-De Rijp"
"1541","075","Wijk 31 Oud Koog a/d ZaanWijk 32 Westerkoog","Koog aan de Zaan","Zaanstad","Noord-Holland",52.462222916842,4.803443794368,NA
"1544","075","Wijk 41 Oud ZaandijkWijk 42 Rooswijk","Zaandijk","Zaanstad","Noord-Holland",52.474193672503,4.8000204831383,NA
"1546","075",NA,"Jisp","Wormerland","Noord-Holland",52.509530884946,4.8543939588754,"Wijk 02 Jisp"
"1551","075",NA,"Westzaan","Zaanstad","Noord-Holland",52.451704696556,4.7757275413303,"Wijk 81 Westzaan"
"1561","075","Wijk 61 Krommenie OostWijk 62 Krommenie West","Krommenie","Zaanstad","Noord-Holland",52.500466897092,4.7662976331337,NA
"1562","075",NA,"Krommenie","Zaanstad","Noord-Holland",52.513201276464,4.7609879656097,"Wijk 62 Krommenie West"
"1566","075","Wijk 71 Assendelft-ZuidWijk 72 Assendelft-Noord","Assendelft","Zaanstad","Noord-Holland",52.463473185525,4.7298150640318,NA
"1567","075",NA,"Assendelft","Zaanstad","Noord-Holland",52.490187348823,4.7459523743882,"Wijk 72 Assendelft-Noord"
"1601","0228","Wijk 00Wijk 01","Enkhuizen","Enkhuizen","Noord-Holland",52.758456792474,5.3029462977372,NA
"1602","0228","Wijk 00Wijk 01","Enkhuizen","Enkhuizen","Noord-Holland",52.723279385567,5.269129120216,NA
"1606","0228",NA,"Venhuizen","Drechterland","Noord-Holland",52.669243543508,5.2193156716593,"Wijk 03 Venhuizen"
"1607","0228","Wijk 00 HoogkarspelWijk 03 Venhuizen","Hem","Drechterland","Noord-Holland",52.662138783079,5.1826855585396,NA
"1608","0229","Wijk 03 VenhuizenWijk 04 WijdenesWijk 05 Schellinkhout","Wijdenes","Drechterland","Noord-Holland",52.643282388335,5.1550197155323,NA
"1609","0229",NA,"Oosterleek","Drechterland","Noord-Holland",52.64226314347,5.1960796877218,"Wijk 04 Wijdenes"
"1611","0228",NA,"Bovenkarspel","Stede Broec","Noord-Holland",52.668016312346,5.2378192312258,"Wijk 01"
"1613","0228","Wijk 00Wijk 01","Grootebroek","Stede Broec","Noord-Holland",52.69975796317,5.2221397622209,NA
"1614","0228",NA,"Lutjebroek","Stede Broec","Noord-Holland",52.697957667351,5.2040575787941,"Wijk 00"
"1616","0228",NA,"Hoogkarspel","Drechterland","Noord-Holland",52.693039732289,5.178558866006,"Wijk 00 Hoogkarspel"
"1617","0228","Wijk 01 WestwoudWijk 02 Oosterblokker","Westwoud","Drechterland","Noord-Holland",52.681441122715,5.1296034098308,NA
"1619","0228",NA,"Andijk","Medemblik","Noord-Holland",52.739678993269,5.2047616428261,"Wijk 00 Andijk"
"1621","0229","Wijk 10 BinnenstadWijk 11 Venenlaan-kwartier","Hoorn","Hoorn","Noord-Holland",52.614297215782,5.0892670793955,NA
"1622","0229",NA,"Hoorn","Hoorn","Noord-Holland",52.638585329467,5.0310390667646,"Wijk 13 Grote Waal"
"1623","0229",NA,"Hoorn","Hoorn","Noord-Holland",52.644378354052,5.0720829761039,"Wijk 11 Venenlaan-kwartier"
"1624","0229","Wijk 10 BinnenstadWijk 12 Hoorn-NoordWijk 13 Grote WaalWijk 20 Risdam-Zuid","Hoorn","Hoorn","Noord-Holland",52.647870495861,5.0576938159134,NA
"1625","0229","Wijk 20 Risdam-ZuidWijk 21 Risdam-NoordWijk 22 Nieuwe Steen","Hoorn","Hoorn","Noord-Holland",52.655391896493,5.0528507436974,NA
"1627","0229","Wijk 34 Hoorn 80Wijk 05 Schellinkhout","Hoorn","Hoorn","Noord-Holland",52.641141322369,5.0987036575916,NA
"1628","0229","Wijk 32 Kersenboogerd-NoordWijk 33 Kersenboogerd-Zuid","Hoorn","Hoorn","Noord-Holland",52.652516507868,5.0949751729313,NA
"1631","0229",NA,"Oudendijk","Koggenland","Noord-Holland",52.604254956937,4.9798269249464,"Wijk 05 Oudendijk"
"1633","0229","Wijk 00 WesterkoggenlandWijk 03 UrsemWijk 04 Avenhorn","Avenhorn","Koggenland","Noord-Holland",52.617987570352,4.9655780992087,NA
"1634","0229",NA,"Scharwoude","Koggenland","Noord-Holland",52.62000248147,5.010884327571,"Wijk 04 Avenhorn"
"1636","072",NA,"Schermerhorn","Alkmaar","Noord-Holland",52.606216312833,4.8860074512544,"Schermer"
"1641","0229",NA,"Spierdijk","Koggenland","Noord-Holland",52.643495984097,4.9378090308511,"Wijk 01 Spierdijk"
"1642","0229",NA,"Spierdijk","Koggenland","Noord-Holland",52.646717968011,4.9520713037805,"Wijk 01 Spierdijk"
"1643","0229",NA,"Spierdijk","Koggenland","Noord-Holland",52.662046630549,4.9396072742155,"Wijk 01 Spierdijk"
"1645","072","Wijk 00 WesterkoggenlandWijk 03 Ursem","Ursem","Koggenland","Noord-Holland",52.629078340196,4.9070999778339,NA
"1646","072",NA,"Ursem","Alkmaar","Noord-Holland",52.622732635222,4.8746586292752,"Schermer"
"1647","0229","Wijk 00 WesterkoggenlandWijk 01 SpierdijkWijk 02 Zuidermeer","Berkhout","Koggenland","Noord-Holland",52.646733439958,4.9976504142802,NA
"1648","0229",NA,"De Goorn","Koggenland","Noord-Holland",52.630025299255,4.9542914536161,"Wijk 00 Westerkoggenland"
"1652","0229",NA,"Zuidermeer","Koggenland","Noord-Holland",52.665899944031,4.9745253563712,"Wijk 02 Zuidermeer"
"1654","0229",NA,"Benningbroek","Medemblik","Noord-Holland",52.70423236932,5.0343202646133,"Wijk 05 Sijbekarspel"
"1655","0229",NA,"Sijbekarspel","Medemblik","Noord-Holland",52.709448694118,4.9990070830726,"Wijk 05 Sijbekarspel"
"1657","0229","Wijk 07 TwiskWijk 09 Abbebroek","Abbekerk","Medemblik","Noord-Holland",52.732724581609,5.0192931707295,NA
"1658","0229","Wijk 07 TwiskWijk 09 Abbebroek","Lambertschaag","Medemblik","Noord-Holland",52.746153598171,5.0220843700209,NA
"1661","0229",NA,"De Weere","Opmeer","Noord-Holland",52.735432591911,4.983205029503,"Wijk 02"
"1662","0229",NA,"De Weere","Opmeer","Noord-Holland",52.726440198592,4.9966015140336,"Wijk 02"
"1663","0229",NA,"De Weere","Opmeer","Noord-Holland",52.719104938483,4.997173195263,"Wijk 02"
"1671","0227",NA,"Medemblik","Medemblik","Noord-Holland",52.758401933897,5.1181632050038,"Wijk 00"
"1674","0227","Wijk 07 TwiskWijk 08 Opperdoes","Opperdoes","Medemblik","Noord-Holland",52.757679412736,5.0764392114945,NA
"1676","0227",NA,"Twisk","Medemblik","Noord-Holland",52.739646168204,5.0522044679877,"Wijk 07 Twisk"
"1678","0229","Wijk 04 Noorder KoggenlandWijk 06 HauwertWijk 07 TwiskWijk 08 Opperdoes","Oostwoud","Medemblik","Noord-Holland",52.727277183331,5.090318927851,NA
"1679","0229","Wijk 04 Noorder KoggenlandWijk 06 Hauwert","Midwoud","Medemblik","Noord-Holland",52.714590331302,5.061178594694,NA
"1681","0228",NA,"Zwaagdijk-Oost","Medemblik","Noord-Holland",52.704284582351,5.1486314394357,"Wijk 12 Zwaagdijk"
"1682","0228","Wijk 03 Zwaagdijk-WestWijk 12 Zwaagdijk","Zwaagdijk-Oost","Medemblik","Noord-Holland",52.698181515006,5.1071917068514,NA
"1683","0228",NA,"Zwaagdijk-Oost","Medemblik","Noord-Holland",52.71042373606,5.1399462954371,"Wijk 12 Zwaagdijk"
"1684","0228",NA,"Zwaagdijk-Oost","Medemblik","Noord-Holland",52.693097449576,5.1137982141607,"Wijk 12 Zwaagdijk"
"1685","0228",NA,"Zwaagdijk-West","Medemblik","Noord-Holland",52.67720250578,5.0681801436112,"Wijk 03 Zwaagdijk-West"
"1686","0228",NA,"Zwaagdijk-West","Medemblik","Noord-Holland",52.680559330576,5.0616784298669,"Wijk 03 Zwaagdijk-West"
"1687","0229","Wijk 01 WognumWijk 02 Nibbixwoud en Wijzend","Wognum","Medemblik","Noord-Holland",52.683391597932,5.0133190337438,NA
"1688","0229","Wijk 01 WognumWijk 02 Nibbixwoud en Wijzend","Nibbixwoud","Medemblik","Noord-Holland",52.692266449474,5.0604969506875,NA
"1689","0229","Wijk 20 Risdam-ZuidWijk 21 Risdam-NoordWijk 30 ZwaagWijk 35 Bangert en OosterpolderWijk 36 Noord","Zwaag","Hoorn","Noord-Holland",52.668998771016,5.0665386946253,NA
"1691","0229",NA,"Hauwert","Medemblik","Noord-Holland",52.705261394565,5.0965343268776,"Wijk 06 Hauwert"
"1692","0229",NA,"Hauwert","Medemblik","Noord-Holland",52.719090745178,5.116226924927,"Wijk 06 Hauwert"
"1693","0228","Wijk 11 WervershoofWijk 12 Zwaagdijk","Wervershoof","Medemblik","Noord-Holland",52.727792696335,5.1449023355964,NA
"1695","0229","Wijk 22 Nieuwe SteenWijk 31 BlokkerWijk 33 Kersenboogerd-ZuidWijk 35 Bangert en Oosterpolder","Blokker","Hoorn","Noord-Holland",52.661889918541,5.0885237331169,NA
"1696","0229",NA,"Oosterblokker","Drechterland","Noord-Holland",52.665046077577,5.1236579778626,"Wijk 02 Oosterblokker"
"1697","0229",NA,"Schellinkhout","Drechterland","Noord-Holland",52.638713848457,5.1246891924484,"Wijk 05 Schellinkhout"
"1701","072","Wijk 02 SchilderswijkWijk 04 PlanetenwijkWijk 06 Bomen- RecreatiewijkWijk 07 HeemradenwijkWijk 12 BedrijventerreinWijk 18 De Draai","Heerhugowaard","Heerhugowaard","Noord-Holland",52.6708386836,4.856194721724,NA
"1702","072","Wijk 01 SchrijverswijkWijk 04 PlanetenwijkWijk 06 Bomen- RecreatiewijkWijk 07 HeemradenwijkWijk 09 StadshartWijk 10 MolenwijkWijk 12 BedrijventerreinWijk 40 't KruisWijk 50 Buitengebied Zuid","Heerhugowaard","Heerhugowaard","Noord-Holland",52.658396758423,4.8480783583898,NA
"1703","072","Wijk 01 SchrijverswijkWijk 08 EdelstenenwijkWijk 09 StadshartWijk 10 MolenwijkWijk 11 RivierenwijkWijk 12 BedrijventerreinWijk 13 ButterhuizenWijk 14 OostertochtWijk16 HuygenhoekWijk 17 Stad van de ZonWijk 40 't KruisWijk 50 Buitengebied Zuid","Heerhugowaard","Heerhugowaard","Noord-Holland",52.648583698744,4.8290591155785,NA
"1704","072","Wijk 12 BedrijventerreinWijk 13 ButterhuizenWijk 17 Stad van de ZonWijk 19 BroekhornWijk 20 De NoordWijk 30 Buitengebied Noord","Heerhugowaard","Heerhugowaard","Noord-Holland",52.693926664098,4.8508548992676,NA
"1705","072","Wijk 13 ButterhuizenWijk 14 OostertochtWijk 15 ZuidwijkWijk16 HuygenhoekWijk 17 Stad van de Zon","Heerhugowaard","Heerhugowaard","Noord-Holland",52.64656071756,4.8200053288052,NA
"1711","0226","Wijk 06 ObdamWijk 07 Hensbroek","Hensbroek","Koggenland","Noord-Holland",52.653206423305,4.8943772572168,NA
"1713","0226","Wijk 06 ObdamWijk 07 Hensbroek","Obdam","Koggenland","Noord-Holland",52.677669137598,4.9033804701205,NA
"1715","0226",NA,"Spanbroek","Opmeer","Noord-Holland",52.688822547098,4.9504990356672,"Wijk 00"
"1716","0226","Wijk 00Wijk 01","Opmeer","Opmeer","Noord-Holland",52.705001084093,4.9422003908228,NA
"1718","0226","Wijk 00Wijk 01","Hoogwoud","Opmeer","Noord-Holland",52.723387651913,4.9402778131839,NA
"1719","0229",NA,"Aartswoud","Opmeer","Noord-Holland",52.74686835631,4.9626076458671,"Wijk 01"
"1721","0226",NA,"Broek op Langedijk","Langedijk","Noord-Holland",52.678407109628,4.8072314822389,"Wijk 00"
"1722","0226",NA,"Zuid-Scharwoude","Langedijk","Noord-Holland",52.689884971488,4.800575008493,"Wijk 00"
"1723","0226",NA,"Noord-Scharwoude","Langedijk","Noord-Holland",52.697332920133,4.7914502177208,"Wijk 00"
"1724","0226","Wijk 00Wijk 01 Harenkarspel","Oudkarspel","Langedijk","Noord-Holland",52.709118505514,4.7851190764196,NA
"1731","0224","Wijk 00 WinkelWijk 01 Nieuwe-Niedorp","Winkel","Hollands Kroon","Noord-Holland",52.757478609934,4.9170955371875,NA
"1732","0224","Wijk 00 WinkelWijk 01 Nieuwe-Niedorp","Lutjewinkel","Hollands Kroon","Noord-Holland",52.772885839939,4.8861328330779,NA
"1733","0226","Wijk 00 WinkelWijk 01 Nieuwe-Niedorp","Nieuwe Niedorp","Hollands Kroon","Noord-Holland",52.735790699527,4.8967644161212,NA
"1734","0226","Wijk 01 Nieuwe-NiedorpWijk 02 Oude-Niedorp","Oude Niedorp","Hollands Kroon","Noord-Holland",52.718883745025,4.881436177796,NA
"1735","0226","Wijk 01 Nieuwe-NiedorpWijk 02 Oude-Niedorp","'t Veld","Hollands Kroon","Noord-Holland",52.745519081536,4.8555174479758,NA
"1736","0226",NA,"Zijdewind","Hollands Kroon","Noord-Holland",52.7471370381,4.8351653806945,"Wijk 02 Oude-Niedorp"
"1738","0226",NA,"Waarland","Schagen","Noord-Holland",52.730200800284,4.820280099069,"Wijk 01 Harenkarspel"
"1741","0224","Wijk 00Wijk 04 Zijpe","Schagen","Schagen","Noord-Holland",52.794193791878,4.8106492428452,NA
"1742","0224","Wijk 00Wijk 02 Sint Maarten","Schagen","Schagen","Noord-Holland",52.779789076306,4.7821188969241,NA
"1744","0224","Wijk 00Wijk 02 Sint Maarten","Sint Maarten","Schagen","Noord-Holland",52.758022366268,4.7492679446062,NA
"1746","0224","Wijk 01 HarenkarspelWijk 02 Sint Maarten","Dirkshorn","Schagen","Noord-Holland",52.746629921898,4.7913236756213,NA
"1747","0226","Wijk 00Wijk 01 HarenkarspelWijk 02 Sint Maarten","Tuitjenhorn","Schagen","Noord-Holland",52.737594142309,4.7557355419369,NA
"1749","0226",NA,"Warmenhuizen","Schagen","Noord-Holland",52.715994456823,4.7382137022304,"Wijk 03 Warmenhuizen"
"1751","0224",NA,"Schagerbrug","Schagen","Noord-Holland",52.807341268187,4.7500777011672,"Wijk 04 Zijpe"
"1752","0224",NA,"Sint Maartensbrug","Schagen","Noord-Holland",52.781220903325,4.7238370011064,"Wijk 04 Zijpe"
"1753","0224",NA,"Sint Maartensvlotbrug","Schagen","Noord-Holland",52.790085616293,4.6975410893161,"Wijk 04 Zijpe"
"1754","0226",NA,"Burgerbrug","Schagen","Noord-Holland",52.753330617448,4.6951717162529,"Wijk 04 Zijpe"
"1755","0226",NA,"Petten","Schagen","Noord-Holland",52.779444550756,4.6622032051912,"Wijk 04 Zijpe"
"1756","0224",NA,"'t Zand","Schagen","Noord-Holland",52.833276545812,4.7544655549603,"Wijk 04 Zijpe"
"1757","0224",NA,"Oudesluis","Schagen","Noord-Holland",52.821652760608,4.8036930268192,"Wijk 04 Zijpe"
"1759","0224",NA,"Callantsoog","Schagen","Noord-Holland",52.85004720443,4.7119409526801,"Wijk 04 Zijpe"
"1761","0223",NA,"Anna Paulowna","Hollands Kroon","Noord-Holland",52.860766373728,4.8362811231106,"Wijk 06"
"1764","0223",NA,"Breezand","Hollands Kroon","Noord-Holland",52.888804676532,4.8156471027948,"Wijk 06"
"1766","0224","Wijk 03 Barsingerhorn en omgevingWijk 07 Wieringerwaard en omgeving","Wieringerwaard","Hollands Kroon","Noord-Holland",52.821369165428,4.8666094792165,NA
"1767","0224","Wijk 00 WinkelWijk 03 Barsingerhorn en omgeving","Kolhorn","Hollands Kroon","Noord-Holland",52.792244850308,4.8933590865293,NA
"1768","0224","Wijk 03 Barsingerhorn en omgevingWijk 07 Wieringerwaard en omgeving","Barsingerhorn","Hollands Kroon","Noord-Holland",52.789703535902,4.8525966987515,NA
"1769","0224",NA,"Haringhuizen","Hollands Kroon","Noord-Holland",52.769052793327,4.8305815246447,"Wijk 03 Barsingerhorn en omgeving"
"1771","0227",NA,"Wieringerwerf","Hollands Kroon","Noord-Holland",52.848329985522,5.1352642428525,"Wijk 05 Wieringermeer"
"1773","0227",NA,"Kreileroord","Hollands Kroon","Noord-Holland",52.842141315189,5.0825871813713,"Wijk 05 Wieringermeer"
"1774","0227","Wijk 04 WieringenWijk 05 Wieringermeer","Slootdorp","Hollands Kroon","Noord-Holland",52.857786281424,4.9595302343475,NA
"1775","0227",NA,"Middenmeer","Hollands Kroon","Noord-Holland",52.787751618842,4.9931890946792,"Wijk 05 Wieringermeer"
"1777","0227",NA,"Hippolytushoef","Hollands Kroon","Noord-Holland",52.937658738867,4.9533076313188,"Wijk 04 Wieringen"
"1778","0227",NA,"Westerland","Hollands Kroon","Noord-Holland",52.89598532015,4.910548837887,"Wijk 04 Wieringen"
"1779","0227","Wijk 04 Wieringen","Den Oever","Hollands Kroon","Noord-Holland",52.971783837343,5.0813764498677,NA
"1781","0223","Wijk 01 Stad binnen de Linie-Oost","Den Helder","Den Helder","Noord-Holland",52.956185651542,4.8491773028367,NA
"1782","0223",NA,"Den Helder","Den Helder","Noord-Holland",52.95589530425,4.7496612389456,"Wijk 02 Stad binnen de Linie-West"
"1783","0223","Wijk 03 Nieuw Den Helder-WestWijk 07 Duinzoom","Den Helder","Den Helder","Noord-Holland",52.936664283166,4.7299325537073,NA
"1784","0223","Wijk 04 Nieuw Den Helder-OostWijk 06 Het Koegras","Den Helder","Den Helder","Noord-Holland",52.931594713119,4.7486113681647,NA
"1785","0223","Wijk 01 Stad binnen de Linie-OostWijk 05 De Schooten","Den Helder","Den Helder","Noord-Holland",52.939024796495,4.7737118386384,NA
"1786","0223","Wijk 06 Het Koegras","Den Helder","Den Helder","Noord-Holland",52.926689508695,4.8040976052487,NA
"1787","0223","Wijk 06 Het KoegrasWijk 07 DuinzoomWijk 08 Julianadorp","Julianadorp","Den Helder","Noord-Holland",52.901680673168,4.7079074907428,NA
"1788","0223",NA,"Julianadorp","Den Helder","Noord-Holland",52.889409933778,4.7414036380783,"Wijk 08 Julianadorp"
"1789","0223",NA,"Den Helder","Den Helder","Noord-Holland",52.942872033747,4.6965660260321,"Wijk 03 Nieuw Den Helder-West"
"1791","0222","Wijk 00 Het Oude Land en duingebiedWijk 01 Het Nieuwe Land","Den Burg","Texel","Noord-Holland",53.056080274738,4.7722943239009,NA
"1792","0222","Wijk 00 Het Oude Land en duingebied","Oudeschild","Texel","Noord-Holland",53.065492531668,4.9812940502884,NA
"1793","0222","Wijk 00 Het Oude Land en duingebiedWijk 01 Het Nieuwe Land","De Waal","Texel","Noord-Holland",53.077710499733,4.8247998404169,NA
"1794","0222","Wijk 00 Het Oude Land en duingebiedWijk 01 Het Nieuwe Land","Oosterend","Texel","Noord-Holland",53.094207942902,4.8724824232927,NA
"1795","0222","Wijk 00 Het Oude Land en duingebiedWijk 01 Het Nieuwe Land","De Cocksdorp","Texel","Noord-Holland",53.151345429915,4.8789790757845,NA
"1796","0222",NA,"De Koog","Texel","Noord-Holland",53.098723055729,4.7609291421145,"Wijk 00 Het Oude Land en duingebied"
"1797","0222",NA,"Den Hoorn","Texel","Noord-Holland",53.001959421507,4.7300997865125,"Wijk 00 Het Oude Land en duingebied"
"1811","072",NA,"Alkmaar","Alkmaar","Noord-Holland",52.630862744217,4.7479718213327,"Centrum"
"1812","072","OudorpOverdie","Alkmaar","Alkmaar","Noord-Holland",52.608298008707,4.7552399703513,NA
"1813","072","OverdieCentrum","Alkmaar","Alkmaar","Noord-Holland",52.620067027054,4.7534828830805,NA
"1814","072",NA,"Alkmaar","Alkmaar","Noord-Holland",52.620905912871,4.7414341916316,"Zuid"
"1815","072","ZuidCentrum","Alkmaar","Alkmaar","Noord-Holland",52.629053320891,4.7347871052783,NA
"1816","072",NA,"Alkmaar","Alkmaar","Noord-Holland",52.633424698168,4.7199265402672,"West"
"1817","072",NA,"Alkmaar","Alkmaar","Noord-Holland",52.648939989097,4.7331909182117,"West"
"1821","072",NA,"Alkmaar","Alkmaar","Noord-Holland",52.626599354446,4.7655222495364,"Oudorp"
"1822","072","OudorpVroonermeer","Alkmaar","Alkmaar","Noord-Holland",52.650306102653,4.781778305436,NA
"1823","072","OudorpCentrum","Alkmaar","Alkmaar","Noord-Holland",52.637450253016,4.7628007077152,NA
"1824","072",NA,"Alkmaar","Alkmaar","Noord-Holland",52.644259325326,4.7547426305881,"Huiswaard"
"1825","072",NA,"Alkmaar","Alkmaar","Noord-Holland",52.656931597594,4.7512079457181,"De Mare"
"1826","072",NA,"Alkmaar","Alkmaar","Noord-Holland",52.656779812881,4.7644203452882,"De Mare"
"1827","072",NA,"Alkmaar","Alkmaar","Noord-Holland",52.668661199796,4.7654605128829,"Daalmeer/Koedijk"
"1829","072",NA,"Oudorp","Alkmaar","Noord-Holland",52.633551727664,4.7758184649959,"Oudorp"
"1831","072",NA,"Koedijk","Alkmaar","Noord-Holland",52.675573458288,4.7584040300904,"Daalmeer/Koedijk"
"1832","072",NA,"Koedijk","Langedijk","Noord-Holland",52.685267600299,4.752495497785,"Wijk 00"
"1834","072",NA,"Sint Pancras","Langedijk","Noord-Holland",52.664055896992,4.7864072831948,"Wijk 00"
"1841","072",NA,"Stompetoren","Alkmaar","Noord-Holland",52.61236810403,4.8174552950816,"Schermer"
"1842","072",NA,"Oterleek","Alkmaar","Noord-Holland",52.628912869863,4.8348700661721,"Schermer"
"1843","0299",NA,"Grootschermer","Alkmaar","Noord-Holland",52.58565560652,4.853159823579,"Schermer"
"1844","0299",NA,"Driehuizen","Alkmaar","Noord-Holland",52.583179531259,4.8095107794246,"Schermer"
"1846","072",NA,"Zuidschermer","Alkmaar","Noord-Holland",52.573951731602,4.7771611348181,"Schermer"
"1847","072",NA,"Zuidschermer","Alkmaar","Noord-Holland",52.595333042653,4.7795786531066,"Schermer"
"1851","072","Wijk 01 BlockhoveparkWijk 03 Heiloo-MiddenWijk 05 StationsomgevingWijk 06 YpesteinWijk 07 Heiloo-OostWijk 08 Heiloo Zuid-West","Heiloo","Heiloo","Noord-Holland",52.596897238729,4.7185145983257,NA
"1852","072","Wijk 01 BlockhoveparkWijk 02 Heiloo Noord-WestWijk 03 Heiloo-MiddenWijk 04 Heiloo-WestWijk 05 StationsomgevingWijk 08 Heiloo Zuid-West","Heiloo","Heiloo","Noord-Holland",52.603804404865,4.690283190236,NA
"1861","072","Wijk 01 Bergen BinnenWijk 03 Buitengebied Bergen","Bergen (NH)","Bergen (NH.)","Noord-Holland",52.661507381325,4.6799168188951,NA
"1862","072","Wijk 01 Bergen BinnenWijk 03 Buitengebied Bergen","Bergen (NH)","Bergen (NH.)","Noord-Holland",52.672753309627,4.7243616613251,NA
"1865","072","Wijk 02 Bergen aan ZeeWijk 03 Buitengebied Bergen","Bergen aan Zee","Bergen (NH.)","Noord-Holland",52.659083526121,4.630287735092,NA
"1871","072",NA,"Schoorl","Bergen (NH.)","Noord-Holland",52.709935370147,4.6622939469432,"Wijk 07 Schoorl"
"1873","072",NA,"Groet","Bergen (NH.)","Noord-Holland",52.71873744101,4.6683513310241,"Wijk 07 Schoorl"
"1901","0251","Wijk 00 CentrumWijk 01 Castricum-NoordWijk 02 Castricum-OostWijk 03 Castricum-ZuidWijk 04 Bakkum","Castricum","Castricum","Noord-Holland",52.557288120112,4.6335113649232,NA
"1902","0251","Wijk 00 CentrumWijk 02 Castricum-OostWijk 03 Castricum-Zuid","Castricum","Castricum","Noord-Holland",52.541030923862,4.6808082197599,NA
"1906","072",NA,"Limmen","Castricum","Noord-Holland",52.565830247415,4.6968658240002,"Wijk 07 Limmen"
"1911","0251","Wijk 06 De WoudeWijk 00 Uitgeest","Uitgeest","Uitgeest","Noord-Holland",52.523553903535,4.7263420287276,NA
"1921","0251",NA,"Akersloot","Castricum","Noord-Holland",52.563703151467,4.7364904483618,"Wijk 05 Akersloot"
"1931","072","Wijk 04 Egmond aan ZeeWijk 06 Egmond aan den Hoef","Egmond aan Zee","Bergen (NH.)","Noord-Holland",52.621086063047,4.6194724497565,NA
"1934","072","Wijk 05 Egmond-BinnenWijk 06 Egmond aan den Hoef","Egmond aan den Hoef","Bergen (NH.)","Noord-Holland",52.625988252976,4.667817209874,NA
"1935","072","Wijk 05 Egmond-BinnenWijk 06 Egmond aan den Hoef","Egmond-Binnen","Bergen (NH.)","Noord-Holland",52.592247097483,4.6356892656117,NA
"1941","0251","CentrumVondelkwartierMeerestein","Beverwijk","Beverwijk","Noord-Holland",52.48303103514,4.6588382493756,NA
"1942","0251",NA,"Beverwijk","Beverwijk","Noord-Holland",52.481552445089,4.648230807844,"Vondelkwartier"
"1943","0251","CentrumVondelkwartierKuenenkwartierWarandeNoordwestelijk tuinbouwgebied","Beverwijk","Beverwijk","Noord-Holland",52.487927193821,4.6305422242861,NA
"1944","0251","CentrumKuenenkwartierWarandeNoordwestelijk tuinbouwgebied","Beverwijk","Beverwijk","Noord-Holland",52.493591314241,4.6481885042569,NA
"1945","0251","Noordwestelijk tuinbouwgebiedOosterwijk en ZwaansmeerMeeresteinWijk 09 Hoogdorp en Waterakkers","Beverwijk","Beverwijk","Noord-Holland",52.495697106257,4.662469455575,NA
"1946","0251","Oosterwijk en ZwaansmeerMeerestein","Beverwijk","Beverwijk","Noord-Holland",52.491316510093,4.6751280603919,NA
